review_content,published_at,reviewer_name,followers_level,method_of_acquisition,product_id,reviewer_id,reviews_count,reviewer_age,reviewer_skin_type,rating,effects,review_id
"最近はリップモンスターばかり使っていたので久しぶりにデパコスの口紅を使ってみたくてSNSでもブルベにあいそうなものを調べていて見つけました。
ランコムの口紅は正直味というかあんまり好きではないのですが、プテートルのカラーが思ったより素敵だったので気に入りました。塗りやすくて荒れることもなく。
リップライナーはちふれの143がピッタリで愛用してます。ピンクすぎずぱっと華やかになる感じです。
デパコスはやっばりカウンターとかで買ったりするとワクワクして気分的に女子力が上がる感じがいいですね。
刺激もうけるし、プチプラもアリだけど女子力あげて美容頑張ろうと思えるパワーがデパコスにはある気がします。
",2024/5/3 20:20:58,そのかP,25,購入品,10216659,117709,208,48,乾燥肌,5,,513570551
"
タッチアップしてもらったときは発色も良く顔色全体が明るくなる印象だったが、いざ購入してつけてみると塗る前とちっとも変わらないくらい薄づき
",2024/6/22 01:10:44,なつこのぼうけん,,購入品,10157327,8953273,19,28,混合肌,2,,513779259
"綺麗な白みピンクです。
テクノサテン　ジェル　リップスティックの407よりも赤みがあってナチュラルに見えます。
漫画の美少女っぽい唇になります
持ちは悪くないですし、塗り直しても汚くならないです。
スルスルぬれて乾燥もしにくいのでリピします。",2024/6/18 12:31:50,:::らっしー:::,,購入品,10157327,7642221,38,27,敏感肌,5,,513762433
"
これ良い！と思えるモノに出会えてテンション上がってます。細身でつけ心地も滑らかなのが気に入りました。華やかなのにナチュラルな色味買って良かったです。
",2024/6/13 14:11:15,匿名、',5,購入品,10157327,7902725,39,30,混合肌,6,,513737133
"ルナソルイリディセントグリッツ EX01
バタフライアディクト

赤みブラウンに緑の偏光パール？ラメ？がぎっしり

薄く塗ると目元に自然な深みとラメが乗るので見た目ほど難しくない
むしろスティックでササッと塗れてそれなりにメイクした感じになるので時間がない時ほど使ってる
意外とヨレにくいし密着してくれるよ

口紅やチークにはちょっと難しいかなぁ
目元がくすんでる人ほどうまくなじむ気がする

紫の方も欲しい?
",2024/4/13 13:55:33,sho217,50,購入品,10232718,2501792,664,41,混合肌,6,,513496397
"伊勢丹のメイクアップパーティで再販されたので購入しました。
昨年販売されたステラドリームコフレに付いていた物がとても使いやすかったので、こちらが再販されてとても嬉しかったです。
目蓋に付けるとこれだけで大丈夫なくらい発色が良いですが、二重幅に溜まり目を閉じると汚く見えてしまうので、こちらをベースにして上からパウダーアイシャドウを乗せています。
他にもチークに足したり。
お色味は重ねると少しネオンぽいピンクパープルですが、とにかく可愛いお色味なので、色々使ってみたいです。
思っていたより小さいので、コスパは良く無いと思います。

画像は右がこちら、左がステラードリームに付いていたEX０３スノーリリィです。",2024/4/2 00:10:09,まりゅう315,50,購入品,10232718,2413528,636,57,乾燥肌,5,うるおい|ツヤ|立体感|フィット感|発色がよい|パール・ラメ,513388823
"伊勢丹で期間限定復刻しているので、見た目の美しさに惹かれて2色買いました。
伸びも良く、この手にしては落ちにくい気がしました。
紫の方は、とっても好みですが似合わない。。。人を選ぶ色かなぁと思います。似合う人が羨ましいね。そもそも人間からやや遠い系美しさの色なので、自分はアイシャドウにしたらなんともメタリックが悪目立ち、近未来SFのメイクの下手な女みたいなよく分からない設定の見た目になりました。アイでだめなので唇で試しましたが、もっと悪化しアンドロイド感半端ないわ。。。
茶色の方が失敗がない色に思います。",2024/3/26 12:36:44,メアリーマリ,50,購入品,10232718,6330316,46,48,乾燥肌,4,,513421638
"泥リップにふさわしく、テクスチャは独特な硬めの泥のようですがパウダリーな仕上がりで、発色もとても良いです
持ちもよく、食事後もお直しは必要ですが、色が少し残っているので気になるほどではなかったです
",2024/6/21 18:15:02,まらさださん,,購入品,10237319,6321814,43,25,敏感肌,5,,513777775
"チップの先端が細いので、リップライナーいらずです。
落ちにくいしとても使いやすいです。
パッケージもコンパクトなので毎日持ち歩いています。
リピします。",2024/5/3 13:19:53,mami13lilac,,購入品,10237319,6842575,5,38,乾燥肌,7,,513569332
"（良い点）

　とりあえず香りと感触が最高
気になるなら買って見て損なし
めちゃ伸びる　他のメーカーには出せない使用感


（悪い点）


内容量が少なすぎる、1ヶ月持たない
容量的なことを考えるとデパコストおんなじぐらいかも
意外と落ちやすい
",2024/5/1 20:28:00,あび0127,,購入品,10237319,9483416,5,19,脂性肌,,,513563468
"ど真ん中ブルベ冬です。このタイプは3本目で、Cの方も持っています。
リンメルのリップはカラバリも質感も色々あって集めるのが楽しいです。
よくケ〇トのリッ〇モンス〇ーと比較されることもありますが、私はリンメルしか持ってないです。

今回は色はS005のヴィヴィットクールピンクを購入。

S002 クリアルビーレッド
シアーで使いやすい青みレッドです。青みすぎないので、イエベさんも使えるかも！？

S005 ヴィヴィットクールピンク
見た目は結構な青みピンクですが、これもシアーでほどほどに色が乗ります。ピンク好きさんにはたまらないと思います。使いやすいです。

S010 ヌードミント
とにかく色が可愛いので購入。青み足しに良いです。",2024/6/24 17:59:23,■□まうす□■,100,購入品,10235693,5797328,100,37,普通肌,5,うるおい|荒れ・乾燥|ツヤ,513791069
"
唇が乾燥しにくく、荒れないのが良いです。ティントは合わせた時の色が違うので調整が難しいと思いました。
",2024/6/13 08:57:16,ninaaa,,購入品,10235693,4659332,17,32,混合肌,5,,513735785
"すごくナチュラルな仕上がりになるので発色！がっつりメイク！が好きな人には不向きです。
ナチュラルな日常メイクが好きな方には良いと思います。
艶感が可愛かったです。
唇の皮は剥けませんでしたが乾燥は少ししました。",2024/5/27 15:42:55,前歯から防虫剤,100,購入品,10235693,9881491,30,33,普通肌,4,,513662672
"
ブルベ夏、オレンジは苦手ですがこれは大丈夫です。ピーチが好きだったので購入しました。こちらの方が透け感が少なく発色何いいですね。ピーチの方がひとを選ばないかな。
",2024/6/24 20:27:18,ぷにぷに,100,購入品,10249462,2744,1039,59,乾燥肌,5,肌の透明感・薄づき|持ちがよい・落ちにくい|発色がよい,513791576
"アットコスメ通販のSWでポイントアップしてるタイミングを狙って購入しました。
以前アットコスメのクチコミで、トマトが結構ピンクっぽい赤との評判を見かけたので、オレンジの方にしてみました。
朱赤っぽい色を想像してたのですが、つけてみると案外朱色味は少なく若干ピンク味もあるような赤でした。
オフィスメイクには問題なさそうな色なので、ひとまず使ってみようと思います。",2024/6/19 18:08:11,★リコリス★,10,購入品,10249462,5683749,210,41,敏感肌,4,ツヤ|肌の透明感・薄づき|発色がよい,513769004
"昔キッカが好きでした。
大好きなシアー感、唯一無二です。
",2024/6/17 01:28:08,maika@tommy,,購入品,10249462,4866725,46,30,普通肌,7,,513755932
"
色がいい
",2024/6/18 15:41:37,哈哈2017,,購入品,10053858,9008143,2,30,乾燥肌,6,マット|発色がよい,513763423
"
とてもきれいなトマト色で、顔全体を白く見せてくれて、最近めちゃくちゃお気に入りの口紅のひとつ！ぜひ試してください♪
",2024/6/15 18:51:02,Mika0211,,購入品,10053858,3808553,43,28,普通肌,6,マット|発色がよい,513748268
"
色がいいね！唇が乾くことも防ぐことができます
",2024/6/1 16:05:05,ri4939,,購入品,10053858,8290601,9,25,混合肌,6,,513680368
"
発色良し、テクスチャーもクリーミーでした^^
",2024/3/6 09:28:30,ななみん♪★,,購入品,10084189,5643065,5,30,乾燥肌,4,,513331748
"完全にパッケージ狙いですがかわいいパッケージでとてもお気に入りです。
発色は濃いめで色持ちも良かったですが乾燥が少し気になりました。
テクスチャーも少し固めなので自分的には好みのリップでした！
",2024/2/13 18:11:29,ちきんライダー,500,購入品,10084189,8315392,145,38,乾燥肌,6,,513112074
"
9477は、しっかり濃いブラウンリップ！
こっくりしたブラウンの中に赤みが入ってるから、血色感が出て、唇だけ浮いたり顔色がくすんだりせず使える！

色もちはぼちぼち◎
マスクには普通に付いちゃうけど、軽い飲食なら唇には色残りしてくれる。
ガッツリ飲食したら内側から色落ちしてくから塗り直しは必須かな。
あと、塗りたては潤い感があるけど、時間が経つと乾燥が気になって縦じわとかが気になってくるかも。

鏡見ずに ささっと塗り直ししやすいから、最近のスタメン持ち歩きリップ！
黒の服を着ることが多いから、リップがめちゃ映えて良きです?。",2024/1/16 20:46:29,えむさくちゃん,5,購入品,10084189,4177439,320,25,混合肌,5,立体感|フィット感|発色がよい,513131623
"かぶれました。目が痒くなる。どうしてでしょう、デパコスでもプチプラでもアイシャドウでトラブルが起きたことがないのに、こんなこと初めてです。ミネラルだからといって安心ではないのでした。
細やかなきらめき、ぎらつかず目元のハイライトまたはべースに綺麗で発色も良く気に入っているのに残念。
量はあまり多くはなく、おそらくコスパもあまりよくなそう。

指でもいいけれどバームではなく粉なのでブラシをつかいました。
フィルムが剥がしにくくて手こずりました。
",2024/5/15 11:51:01,HildegardvonBingen,10,購入品,10135502,110656,178,56,乾燥肌,4,,513617626
"最近は何色も塗らずにこのシャドウ一色で簡単に終わらせてます。筆でサッと塗れて楽です。

発色がとても良いので一色で充分いい感じです。
ピンク系使ってます。ブラウン系も欲しい。

パレットじゃないので割れる心配が無いのもポイント！",2024/5/9 10:25:00,むーたい,5,購入品,10135502,2803246,21,34,乾燥肌,6,,513592964
"何年も何度もリピートしています。ウォームオレンジとスターアニスをグラデーションにして使っています。
繊細で透け感のあるラメで、濃さの調整もしやすいです。
肌に優しいブランドさんなので、目に使うにはピッタリです。
容器が壊れやすいのが唯一の欠点です。
スクリュータイプに戻ったようなので、また試してみたいと思います。",2024/4/23 10:56:03,☆:::☆よったん☆:::☆,,購入品,10135502,2759251,112,39,乾燥肌,6,,513534268
"（私はブルベサマーです）

ほんとに落ちない！

すぐに’藤木君’のような青紫色になる私には、
１、落ちない口紅
２、発色の明るいもの（青みピンク）
３、ツヤ感
で探していました。

8400円と口紅にしてはお高いけれど、クレンジングしても
なかなか落ちないので、私としては嬉しいです。

コップやペットボトルにはつくので、誰かと食事するときは、
ふき取るためにペーパーナプキンなどを用意しておいた方がいいか、
結構強めにティッシュオフした方がいいかもしれません。

ノックしてポンッと飛び出てくる口紅なので、地味に楽ちんで
いいなと思います。
あと、スリムで持ち運びもしやすそうです！

でも、明るい肌にはピッタリなのでお気に入りです。",2024/6/1 21:10:03,まりちゃんぐ３5061,,購入品,10225038,9852741,9,42,乾燥肌,5,ツヤ|持ちがよい・落ちにくい|発色がよい,513681551
"何を塗っても唇が荒れてしまうものの、こちらは荒れずに使えます。
ただ、38歳の顔に812は地味すぎて、、
子供の学校行事など色感を抑えたいときに、と思いましたが抑えすぎです。
もちもよくないので、リピはなし。
若い方がヌーディーな色味を探していたらおすすめです。",2024/3/29 10:22:35,maron12345,,購入品,10225038,6915014,5,38,普通肌,3,,513433847
"ルージュ アリュール レクストレ 812

お色で悩みましたが、812にしました
軽くさらっとしたテクスチャーです
細くて、塗りやすいです
もっと赤っぽいのも使用してみたいです
使い始め、薬用リップを塗っていても唇の皮が剥けましたが、少し続けてたら、大丈夫です",2024/2/18 15:24:34,hima111wari,,購入品,10225038,5566753,20,52,混合肌,5,,513263144
"
クリアウィンターの母にプレゼントしました。パーソナルカラーに合っていたと思います。気に入ってもらえて良かったです。
",2024/5/14 22:36:00,どんぶりマン,,購入品,10206780,7415290,29,21,普通肌,,,513616179
"年齢とともに青みがかったリップは似合わないと思い10年ぶりに買いました
落ち着いた色味で色落ちないし使用感も良いです
",2024/5/14 18:01:27,オードリーヘップバーン？,25,購入品,10206780,6274820,24,60,普通肌,7,,513614961
"
色味はまあまあ良い。ただ、すぐ割れてしまいました…
",2024/4/28 15:41:46,cycl,,購入品,10206780,3293247,16,34,乾燥肌,3,,513552033
"何も調べず衝動買い。
付けたては唇がペタペタするのと、乾くとたまにボソボソした見た目になるのが気になりました。
食事すると内側が少し色落ちして薄くなります。でも色もちは良いので全体的には1日もちます。

色は塗った後、赤みが出てきます。最初くすんだ色だったかと思ったら色が変わってきて09は青みピンクでした。
ブルベなので顔色が明るくなってたまにはいいかなと思う色でした。",2024/6/14 22:28:17,PJDJ,,購入品,10202964,84557,35,53,混合肌,3,持ちがよい・落ちにくい,513744307
"
ちょっとブラウンがかっている赤が可愛くて購入しました！すごく高発色でしっかりとリップが主張されるのでメイクの中でもリップが主役になるような主役感がありました
",2024/5/27 14:23:08,neverランド,50,購入品,10202964,8324340,129,42,混合肌,4,,513662468
"とっても可愛い色でしたが少し青みがあるかな？
色の持ちは驚くほど良くて、リムーバーを使わなきゃずっと色が残っている感じがしました。
マットすぎず少しツヤもあって乾燥唇には良いかなと思ったものの、やっぱり乾燥しました。",2024/4/18 22:39:47,軍艦巻きは飲み物,50,購入品,10202964,8309050,151,44,混合肌,2,,513515487
"LUNASOL
プランプメロウリップス サテン
EX03

塗り心地は滑らかだけど、時間が経つと唇の皮が向けてくる
乾燥しやすかったのでそこが残念(>_<)

でも色味はブルベもイエベも使いやすそうな色味。
可愛いです",2024/6/21 08:41:31,あやこ1208,10,購入品,10208986,8536275,245,29,普通肌,3,ナチュラルメイク|マット,513775748
"LUNASOL
プランプメロウリップス サテン　EX03

一目惚れして即購入。
私はイエベ秋ですが、この色味もしっくりきました！
スルスルと唇にフィットし、発色綺麗。
飲食すると取れますが、ティッシュオフしながら付けると、結構取れません。
ただ、少し乾燥するため下地や別リップと一緒に使うといいかも◎",2024/6/21 08:40:46,28__1227(自営),10,購入品,10208986,8595192,122,29,混合肌,4,ナチュラルメイク|マット|フィット感|発色がよい,513775744
"
唇の色が濃いのでベージュがはっきり発色しました。他の色と混ぜて少し明るく使っても良さそうです。
",2024/6/18 20:16:17,☆YuLiCo☆,,購入品,10208986,1277147,24,45,敏感肌,4,,513764486
"
イエベ春にピッタリの色でめっちゃ可愛いくて、お気にいりです！02はコーラルメイクのときによく使っています！サラッとしてとにかくさっと塗りやすい。色持ちも良いから、他の色も欲しくなりました。重ね付けしても全然ムラにならないのがいいです。落ち方も汚くないので、よかったです。
",2024/6/24 18:01:09,ムーミン333,,購入品,10246846,3406138,24,36,普通肌,5,うるおい|ツヤ|持ちがよい・落ちにくい,513791076
"
YouTubeで見て欲しくて買いました色味も綺麗で楽しみです
",2024/6/23 12:04:56,■□ゆきチ□■,,購入品,10246846,4795003,16,41,混合肌,,,513784795
"
薄付きに見えるけど結構しっかり発色して、うるおいがあるのが一番いいです。結構ティントだと乾燥したりするのが多いけどこれはしないので自分にあっているのかな。と思ってます！
",2024/6/17 23:58:03,はるちゃ1004,,購入品,10246846,8470981,31,24,混合肌,5,うるおい|ナチュラルメイク|ツヤ|発色がよい,513760741
"ずっと潤ってる！

これまではリップを塗って口紅を塗っていましたが、
何度も塗り直すと唇の縦じわが出てきたり、乾燥してきたりで、夕方にはカサカサになってることが多かったです。
こちらのリップは何度塗り直してもツヤツヤで、
塗れば塗るほど保湿される気がします笑
これ1本でリップも口紅にもなるので、
持ち歩くコスメが減りました！

色持ちに関してはちょっと落ちやすいかなという感じなのでこまめに塗り直してますが、色づきも派手すぎず薄すぎずちょうどいいです。
また、バニラ系の甘い香りな点も個人的にお気に入りです。

またリピートします！
",2024/6/23 13:57:47,minTnim,,購入品,10200959,7172177,1,29,混合肌,5,うるおい|ツヤ|立体感,513785275
"ブルべサマーのアラフォーです。
ルージュ　アウェイクニング　購入


夏に向けて髪を切り、夏っぽいシアーな口紅が欲しいと思いMACへ。
希望を伝えていくつか色を選んで頂きました。

自分では絶対選ばないオレンジカラー。
ブルべ夏なので絶対に合わないだろうなと思っていたけど一番顔が明るく見えました。
唇が分厚く目立つタイプなのですが、程よい存在感と、夏っぽいクリアな感じになりました。

やはり、カウンターで色を選んでもらうと新しい出会いがあっていいですね。
MACのBAさんはギャル系の人が多く、フランクで対応もいいので気兼ねなく試せます。

肌が弱く、特に唇は皮がむけやすいのですが、こちらはリップバームとあるように保湿感が高くリップクリーム代わりに使えるくらいなので唇も荒れませんでした。

その分もちは悪いです。何度も塗りなおす必要がありますが、軽いのでササっと塗りなおせるのでまぁ許容範囲かなと思います。
この夏はこれを使い倒そうと思います。

個人的にお気に入りです。",2024/6/10 14:49:48,Tissa,5,購入品,10200959,137016,135,41,敏感肌,6,うるおい|ツヤ|肌の透明感・薄づき,513721928
"スウィートトリートです。
口紅とグロスの中間のような仕上がりです。
ライトな付け心地で重宝しています。
ナチュラルなメイクにツヤでイキイキとした仕上がりになるので、おそらくリピートする予定です。",2024/5/13 11:22:40,ナチュラクリシェ,50,購入品,10200959,9362804,10,47,乾燥肌,6,うるおい|ツヤ|立体感,513609914
"
とにかくパッケージがかわいい！！薄づきですがとてもかわいい色です。見た目も使用感もとても潤うので気に入りました！他の色も使ってみたいです。
",2024/6/2 18:46:50,ペキまる,,購入品,10236687,6345513,26,36,混合肌,6,うるおい|肌の透明感・薄づき,513685196
"仕事でこまめに塗り直せないため、落ちにくく、グロスを使わなくてもうるツヤ仕上がりになるティントリップを探していました。
少し色が濃いかな？と思いましたが、薄付きでサラッとした塗り心地です。適度な艶感もあります。
細かいラメが入っているのも可愛いです。

07番をお迎えしましたが、ティッシュオフすると赤みが消えて、茶色味が残るといった感じでした。
落ち着いた色味で、イエベ秋の私にはピッタリでした！

ティントを塗ると唇の皮が剥けがちなのですが、こちらはあまりガサガサになることも無く、他の色もお迎えしてみたいと思いました。

ピーチ烏龍茶のような香りがします。
香りのあるリップが苦手な方には合わないかもしれません。",2024/4/28 09:53:43,るかな*。,5,購入品,10236687,8268615,51,35,混合肌,5,,513551087
"好きなアイドルの子のおすすめで買ってみました！
白みのあるピンクで使いやすいです。
私は重ねながら使っています。",2024/4/21 13:59:32,●みんみんみんた●,10,購入品,10236687,6993982,87,24,乾燥肌,5,,513527605
"発色も塗り心地も良くてお気に入りです。
みんなの前で使うとなにそのおしゃれなリップ！！となるのでプレゼントにもの喜ばれるおしゃれなリップ◎
肌なじみ・メイクにも合わせやすい赤リップだから使いやすいしキープ力も抜群でした！",2024/6/25 16:55:07,絶景のひみつ,100,購入品,10239794,9590484,85,36,敏感肌,4,,513794948
"
見た目のおしゃれさと塗りやすさがお気に入り♪発色や付け心地ももちろん良いですしカラーキープも抜群でした♪こんなに細長いリップってあんまりないから周りとも被らないし、一際目を惹かれるから持っているだけでテンションがあがるアイテム♪
",2024/6/24 23:37:42,ふたつのいちご,100,購入品,10239794,8114971,162,32,混合肌,3,,513792444
"
長細いリップがおしゃれで塗りやすく可愛い。発色も良く程よい血色カラーが使いやすくお気に入りです。すっぴん肌にも馴染みが良いしどんなメイクにも馴染むカメレオンリップ◎カラバリも豊富だから自分に合ったカラーが見つかると思いました！
",2024/6/18 22:49:35,フトンのおとん,100,購入品,10239794,9347579,98,47,普通肌,3,,513765294
"ほぼパケ買いです。色も可愛いです
ティッシュオフした色が特にかわいいとおもいました
塗った瞬間は少し艶っぽさもありますがすぐにマットにかわります

遠目からみたらふわっとした色みで唇かわいいってなるけど、唇のシワに部分的にたまってしまい手鏡でみるとなんだか汚く感じてしまいます
塗り方も工夫が必要かなとおもいました

",2024/6/16 11:23:20,hl82,10,購入品,10224568,7290695,186,37,乾燥肌,3,,513751355
"韓国コスメって使ったことがなかったけど、パケ買い。

マットリップはお初。
年中リップが欠かせないくらい乾燥しちゃう唇には
やっぱり乾燥しちゃう。
でもたっぷり保湿、他のグロスなども使うと大丈夫。

単品使いでも、色味が良かった。

成分的にはどうなんだろうか・・・。
調べてないけど、日本製以外のはやっぱり気になる。",2024/6/3 15:51:28,akky-mama★彡,5,購入品,10224568,4608891,132,45,乾燥肌,3,マット,513688867
"本当に絵の具を塗ってるような感覚になり、気持ち悪くなってしまいました。
塗った瞬間、人工的な匂いが漂う(花の香りがする入浴剤のような)
伸び方もアクリルガッシュのような感じ。

あと、シワに変に入り込むのが気になりました
パケは可愛いから使いたいけど、ちょっと無理かも…。

16アフターは落ち着いた濃いレッドで大人っぽい。
17ソフティーは白みピンクでこれだけだと浮くので、他のリップを重ねるのが良さそう。

発色や色付きは良いと思います。",2024/6/3 01:29:41,よしはぷママ,,購入品,10224568,10092904,9,35,敏感肌,2,マット,513686924
"
塗りやすく艶リップに仕上げてくれます。程よいうる艶感と馴染みの良い薄ピンクが可愛くて品のあるメイクに仕上げてくれます。どんなメイクにも合うし、色むらや色落ちもしにくく塗り心地も使いやすさも抜群でした♪
",2024/6/22 22:31:32,エズメルイーズ,100,購入品,10115951,8337787,151,48,乾燥肌,4,,513782847
"
ブルベ夏人生リップ保湿力たかくて一本でむっちりするから大好き！これ褒められてどこのか聞かれること多い
",2024/6/14 00:07:24,なかり3,,購入品,10115951,10177070,20,24,混合肌,7,,513739909
"最近の即買いコスメ

SNSで話題沸騰中のコスメを
2つ購入しました

結婚式のお着物に合わせて
新調しようと思いグロスが
欲しくて、調べました

SHISEIDOさまの
ご投稿がステキにバズっていたので
わたしも便乗



ＳＨＩＳＥＩＤＯ　
シマージェルグロス
Toki Nude　02
3,850円（税込）

ＳＨＩＳＥＩＤＯ　
ＴＳＵＴＳＵ　ＦＵＤＥ　
コンシーラーブラシ
3,080円 (税込)



グロスの概念が一掃されました

ベタつき、ねっとり感が
一切感じないのに
唇を柔らかくやさしく
ラッピングする心地よさが
素晴らしいのです

わたしの投稿をみると、
唇のシワが悩みというのは一目瞭然

このグロスを丁寧に
塗るとぷりんぷりん&もちもちに

青ラメがチラチラと繊細に輝くので
手持ちのリップと組み合わせると
グッと雰囲気が増します

単色使いすると、シアーな唇印象に

キャップは芸術品のごとく、
和のなかに上品さが感じられるデザイン
押しこむだけで開閉ができて
機能性も抜群
蓋や口がべたつくことなく
キレイを保つことができます

BAの皆さん、とてもご親切で
いつも心温まります♀

お買い物するひとときも
大切にしてくださるので
コスメを使うたび反芻されて幸せ
より永く愛用したくなります

気になる方はぜひチェックして
みてください

@watashiplus


コスメライターRirieです
.
新作コスメを肌で試してご詳解
あなただけの美貌録
大人かわいいメイク術
ていねいなコスメ選び
.
コスメライター 保有
日本化粧品検定1級 . 特級　取得済み
Lemon8厳選クリエイター
.
いつもご覧いただき
誠にありがとうございます
.
みなさまのコメント・いいね、
わたしの宝ものです( )

フォローしていただけると
大変励みになります´
.
心より感謝を込めて
@cosme_ko5


#shiseido #コスメ購入品
#デパコス#シマージェルグロス#tsutsufude #コンシーラーブラシ#メイクブラシ",2024/6/25 16:57:23,nekoにゃにゃ,,購入品,10189891,9465065,60,27,混合肌,7,うるおい|ナチュラルメイク|ツヤ|肌の透明感・薄づき|立体感|フィット感|持ちがよい・落ちにくい|発色がよい|パール・ラメ,513785273
"
ゴールドのラメがどんなリップの色も夏色にしてくれてかわいい！！！テクスチャーかためなので唇にしっかり残ってくれます。他の色も揃えたいです！！！
",2024/5/24 15:48:42,pekorita,,購入品,10189891,7059439,8,25,混合肌,6,,513652625
"使いやすく色保ちも良くて最高です！

私が使用しているのは17番のTaupe Beigeで影色ですが、口角を描き足したり、唇の上や唇の下に影を入れることでオーバーリップを演出することができます
色保ちも良く、強く擦ったりしなければ1日直す必要がない時も多いです！

また、リップペンシルですが、私は鼻筋を描くために使うことも多いです！
鼻筋の1番高い部分をこのペンシルで描き、他のシェーディングパウダーでボカすとシュッとした鼻に見せることができます！
マスクしていてもあまり色落ちしないのでノーズシャドウとしてもおすすめです！",2024/6/21 19:36:18,Natsumake,,購入品,10232981,10167297,6,27,混合肌,6,マット|立体感|フィット感|持ちがよい・落ちにくい|発色がよい,513777975
"
リップライナーでもあり、リップでもあるんですけどこれを使うと何故だか不思議、人中短縮にもなるしとても唇が綺麗な形になります。落ちないからあまりお直しを気にせずいられます、
",2024/6/19 21:11:31,neverランド,50,購入品,10232981,8324340,129,42,混合肌,4,,513769781
"Heart Persent
DOTE ON MOOD LIP PENCIL
-06 Rose Beige-


────

5.5mmの滑らかな描き心地の
オーバーリップペンシル。

私が選んだ06はマットで淡いローズベージュ
程よい粘膜色なので“いかにも描きました”
って感じにならないやつです。

淡いカラーだけど耐久力もしっかり
輪郭を少しぼかしてあげるとより馴染みやすく
このペンシルだけのリップメイクも可愛い。


ノールックで使うリップも好きなんですけど、
今は少し手を加えたグラデーションなど立体的に魅せるリップメイクが来てると思うから…
いつものリップにちょい足しもアリ！


気になった方は
是非チェックしてみてください！
",2024/6/11 22:34:04,monange_ragdoll,25,購入品,10232981,3566735,182,45,乾燥肌,5,ナチュラルメイク|マット|フィット感|コストパフォーマンス,513729348
"以前、朝可愛リップというスティックタイプが販売されたときに購入を逃してしまい、そのまま忘れていました。

アットコスメ店舗で偶然発見し、何も考えず、口コミも見ず、気づいたら購入していました。笑

結果、購入は大正解でした。

もともと唇が弱く、プチプラ、デパコス問わず使えないリップ多数。泣く泣く捨てたリップがいくつあっただろうか。。。

そして唇の色は皆無、かつブルベ夏でリップ塗らないと盛れない。。。

こちらの商品は、美容成分も多いせいか荒れませんでした！安心して使えて、ほんのり血色感アップするのが嬉しいです。

すっぴんのときや寝る前に使用していますが、こちらはティント処方なのでしょうか？
朝、本当に血色感が残ってました。
ただし、あくまでほんのりなので、夫からの反応はとくにありません。笑

自己満のために、私はまたリピートすると思いますが、寝る前にカラーもの付けたくない人も多いと思うので、万人受けはしないのかなという印象です。",2024/6/19 08:25:37,りっくさん,,購入品,10203251,5941951,124,28,乾燥肌,5,,513766313
"アットコスメでFujikoのポップアップがあり、
初めて見た商品だったので購入してみました。
寝る前に塗っておくと、朝起きた時にも唇がプルプルで、
乾燥しらずの唇になっていて感動しました！",2024/6/16 21:20:29,☆山田華子☆,10,購入品,10203251,6551122,295,34,普通肌,6,うるおい|荒れ・乾燥|持ちがよい・落ちにくい,513754580
"わたしはすっぴんの唇の色がものすごく悪くて、体調が悪く見られるのですっぴんの時にこれをつけるようにしています。笑
しんどい！？大丈夫！？
もとから唇紫なの。
のやりとりがなくなったので嬉しいでーす！笑",2024/6/9 16:51:05,膝小僧にビンタ,100,購入品,10203251,9892938,26,43,混合肌,4,,513717454
"マットリップ特有のパサパサ感はあります。
でも、色落ちはしません。マスクやグラスなどにも、ほぼ色移りもなし。
パサパサ感解消の為にグロスなどを重ねると、マスクにもつくし、グラスにもべっとり色がつきます。
パサパサ感を我慢してでも、落ちないでいてほしい日だけに単品使用しています。",2024/5/12 21:32:11,:::momo★:::,100,購入品,10226520,5213232,62,50,普通肌,3,マット|発色がよい,513607896
"Boomboxに入っていたので使ってみました。
色はスピリテットです。マットな感じで、色は派手な赤でした。
",2024/4/26 16:53:57,ももた2024,,購入品,10226520,9073103,16,41,敏感肌,3,,513545762
"
カラーがそもそも合わなかったので他のリップと重ねて使用したが、マットになりすぎて使いづらい。落ち方もイマイチ。
",2024/2/8 01:38:35,summerplus,,モニター・プレゼント,10226520,3395877,30,28,混合肌,1,,513220771
"色もちは全然しないけど、
塗った瞬間はきらきらかわいいってテンション上がる

買った色的にも単色で使わず色もちいいほかのリップの上に
グロス感覚で載せてるけど食べる、飲む、しゃべるをしたら
全てがなかったことになる、塗ったことが嘘だったみたいに

パケもシンプルでかわいいからついつい集めたくなるけど、
現実的なことを考えたら使うタイミングがあんまりない悲しい",2024/6/20 16:03:40,ヒヲ,,購入品,10103235,4680299,33,25,脂性肌,3,うるおい|ツヤ|パール・ラメ,513773207
"
ぷるぷるになれます
",2024/6/20 13:32:19,ふみやまふみたろう,,購入品,10103235,7981652,17,20,混合肌,5,,513772629
"
リップの艶足しとして、色無しのグロスが欲しくて購入しました。唇に出した時はほんのり白っぽいですが、広げるとほぼ無色になります。もったりしたグロスが苦手ですが、こちらは比較的軽めの使用感でベタつかないところが気に入りました。シンプルかつ上品なパケも素敵です。
",2024/6/15 22:24:16,ymnamkm,,購入品,10103235,3767155,19,25,混合肌,5,,513749411
"かわいいピンクですが私の唇では少し赤みが強く出ます。(まあなんでも私は赤みが強くなってしまうのですが。)
私はケイトの緑色を上に塗って使用しているのですが、だからかモチもよく乾燥もしないのでお気に入りです。
ただちょっと値段がしますのでリピはないかなと思います。",2024/6/26 02:24:25,めめごま,,購入品,10160963,1243960,76,41,混合肌,4,,513796976
